"product_ID","nest","price","sugar","caffeine","market_share","caffeine_extract_price","corn_syrup_price","t"
1,"Diet",2.81436164900233,0.631224144948646,6.75252542884407,0.111141337017491,0.267467828069299,0.251713980628826,1
2,"Diet",2.93573518294224,0.00455322023481131,6.78439626776013,0.0817865873547752,0.31999951925761,0.253146314187421,1
3,"Diet",2.46730892762876,0.739947039401159,5.76126110499223,0.0857268749826076,0.252531304339721,0.314780516042608,1
4,"Diet",1.54395750915856,0.103659854503348,4.46829933800409,0.0071873604649816,0.203220334239443,0.227480729827632,1
5,"Diet",1.49596097782644,0.971925802528858,4.05274961618225,0.0159115053210759,0.156466448440188,0.244452656049544,1
6,"Regular",3.94999774301218,6.43192196729614,5.02827546591264,0.229362364245143,0.243235656532284,0.302156237832858,1
7,"Regular",2.45584714519528,4.91232753521533,4.01102811901708,0.0207222720117217,0.133214529192531,0.261444675231695,1
8,"Regular",3.73511809728774,6.45574686564731,4.84553410135331,0.110293290388344,0.224249064056138,0.314113536833292,1
9,"Regular",2.31672716171843,1.76123673344719,4.80700562858768,0.00334123336491186,0.268551894858943,0.243451795036231,1
10,"Regular",3.48878845421879,6.87436677315693,5.17943134005946,0.331402801406964,0.212025226444161,0.193001167408086,1
1,"Diet",1.51650573279892,0.198870680993423,3.83183840106242,0.0388153567319021,0.208038697987143,0.164153389050411,2
2,"Diet",1.8326594201596,0.587288064416498,3.66086042173316,0.0660355364910842,0.250118051250331,0.267012954300079,2
3,"Diet",2.00512454051295,0.801614538067952,4.17905289124592,0.0419366491196484,0.257495196018219,0.301635230121461,2
4,"Diet",1.8436371153714,0.00764833437278867,4.07777133480382,0.0505944545027284,0.276027289873234,0.202825665728887,2
5,"Diet",1.74576551289308,0.55197820882313,3.84065001428007,0.0428496806982745,0.237497565139821,0.247157478048575,2
6,"Regular",3.38357887451372,5.61619617318544,4.49930861642992,0.313320265505165,0.216206795940967,0.244846904884753,2
7,"Regular",3.20806264348582,4.12824136282516,4.95565324666096,0.0473984006605731,0.275422156866248,0.300308827838057,2
8,"Regular",3.17557857316542,4.97379456891167,3.96121853954189,0.0128282816087775,0.181022928632616,0.366237524099485,2
9,"Regular",3.05164764135451,5.47250857696454,4.84471888034087,0.348490924986989,0.188881860947297,0.189183757171403,2
10,"Regular",2.74002963574097,4.64344071717115,4.18798577803282,0.0313786412280217,0.209094824772286,0.264606274668123,2
1,"Diet",2.50725453317119,0.58656939980574,5.11028886427252,0.0408713261145479,0.324834543395661,0.296474718626417,3
2,"Diet",3.01052736352182,0.275663562351838,7.05892497274504,0.174305641886377,0.257941006932117,0.209383498888267,3
3,"Diet",2.56250347157576,0.0790237656328827,5.80716364257095,0.045202232872723,0.319739427398466,0.281028711256144,3
4,"Diet",1.84635879112072,0.389613097999245,4.48776574317939,0.021319111183168,0.246924623168123,0.274318701068537,3
5,"Diet",1.79262861972489,0.518322400050238,4.18729394980641,0.0112189412486235,0.252048434507343,0.231438912922181,3
6,"Regular",2.87302792075822,5.62210756026446,3.87960788993655,0.14217263970989,0.185250232578652,0.256126522075882,3
7,"Regular",4.1102177477907,7.29831544598579,4.04088990891443,0.498327080123762,0.208061922130085,0.223134217154932,3
8,"Regular",2.71278453504881,4.77957401394916,3.85282839499929,0.0174381868208417,0.271326907092668,0.229165698341381,3
9,"Regular",2.84162363062889,4.73655669289318,4.23212448501472,0.0166536687032635,0.171214013530534,0.321526599433514,3
10,"Regular",2.989028214535,5.97575542601472,3.47024636584026,0.0281138719797554,0.288898115136582,0.234122536883311,3
1,"Diet",2.73639411817873,0.0448408401571214,5.68392480309008,0.0438781731751922,0.365035568543114,0.260412276954731,4
2,"Diet",1.78254527567448,0.625711377244443,3.19908483783692,0.000276892055408276,0.314211295916435,0.296680815493113,4
3,"Diet",2.83175058623879,0.865012161200866,6.50355457922949,0.206147955748917,0.250713228025994,0.299385407221427,4
4,"Diet",1.99772083307127,0.600693299202248,6.30351153453135,0.211159196880778,0.13997069988309,0.27955351379211,4
5,"Diet",1.57123235709291,0.299885398941115,5.28420162272134,0.0174064090161818,0.159980857717685,0.3532869810087,4
6,"Regular",3.38185359789904,4.606416150414,5.05225791478695,0.0442964500548304,0.365589317728225,0.18394830720172,4
7,"Regular",3.75456996015511,6.12633860231298,4.69231826350604,0.133843620811426,0.298114307069609,0.266053084316759,4
8,"Regular",2.42456991311167,4.78780435350839,3.79276489580708,0.0257958546538825,0.228683033665368,0.188411772920889,4
9,"Regular",4.04239656747476,5.37823154836589,5.74190386332684,0.273511396340951,0.203051606377058,0.334463391312051,4
10,"Regular",2.79602479466088,5.12169629003073,3.9680321048704,0.0398309629666832,0.305060146625004,0.184174761497791,4
1,"Diet",1.6918820366578,0.179123038193211,3.88444891788596,0.0108307072322375,0.26277345371459,0.308301533330155,5
2,"Diet",2.66477709386833,0.793829978909343,6.192746777896,0.110156091837451,0.272851258904509,0.228360793034008,5
3,"Diet",2.47628470778996,0.96937927394174,5.27853108815515,0.0797896528619226,0.281896882354168,0.266646170482085,5
4,"Diet",2.17670031087798,0.303521785885096,5.49128812576938,0.0144263198100142,0.270012472781948,0.242672861214836,5
5,"Diet",1.69603745756378,0.446237134514377,4.75075283955544,0.15265403032546,0.14635364746337,0.211003180550731,5
6,"Regular",2.87871820403627,5.38761528870866,4.0272454564368,0.275829809127319,0.243265899266897,0.163506846939019,5
7,"Regular",3.26690482374746,5.92196378855435,4.44323805158858,0.16505479707576,0.228096241965626,0.240364147912488,5
8,"Regular",3.54793942577606,4.53129942645916,6.14477407699733,0.157313109896795,0.233130523039393,0.29279183600462,5
9,"Regular",2.27084740375184,1.99245511592653,5.12147364523143,0.00304500816031461,0.255213244979363,0.178824620275377,5
10,"Regular",3.1316400831992,5.51280101908934,3.68406098878208,0.0262410971509597,0.302827891854386,0.255625651545876,5
1,"Diet",2.21233310024257,0.833800691179931,4.27026479615653,0.0422978604737856,0.30269799502095,0.299077052000986,6
2,"Diet",2.27627435959637,0.245054670842364,5.58728393395635,0.0264510916019065,0.285599026479609,0.167255014187818,6
3,"Diet",2.00869311963198,0.537794732954353,5.1848673516603,0.0955123785216914,0.219929616225524,0.162996950859916,6
4,"Diet",1.99545553524011,0.597184790298343,5.62511613118283,0.119190436348024,0.175988749870308,0.295450986350312,6
5,"Diet",1.94284284945999,0.718936779769138,5.23812400615041,0.0528548848668404,0.203692007121399,0.271651249032553,6
6,"Regular",4.71288778157374,5.59098443811541,6.75588278091059,0.179975908295152,0.291145406626847,0.350376529392627,6
7,"Regular",3.5993537217083,5.53781086920843,5.30007626807772,0.18018558343234,0.215216549021698,0.287788856269965,6
8,"Regular",2.91257088852344,5.38962519754295,4.65993067821161,0.0275780940261968,0.265386062808605,0.200921292160017,6
9,"Regular",2.93387551591233,4.51919835455326,6.21774165745563,0.269648025642609,0.15907494231547,0.226941422183282,6
10,"Regular",2.95650161141968,3.14117426891571,4.8039495728145,0.00194339091142603,0.291703469321395,0.30517851926453,6
1,"Diet",2.18952273405321,0.96928182290867,4.39510256496389,0.0269422801493646,0.314131863958095,0.177141172620637,7
2,"Diet",1.1485695521107,0.041836446383968,2.69179729665872,0.00235287327872849,0.199872318564444,0.168375082612012,7
3,"Diet",1.45646691605615,0.408583474345505,3.63791015527472,0.0564500605684002,0.1835264884113,0.229105624363973,7
4,"Diet",3.07617157650849,0.812580493977293,7.35516529468035,0.229575436316656,0.206828749001998,0.275638729363957,7
5,"Diet",2.52690649949504,0.274934355402365,5.66790868572067,0.0191296197005603,0.322909524744258,0.239674105833256,7
6,"Regular",3.4356299274551,5.40897353739739,5.0759321899815,0.203095385785047,0.2279075319601,0.257803405150353,7
7,"Regular",2.97153136309375,3.59888020994285,5.64878389736817,0.0628343223320002,0.263179386499162,0.230949163991064,7
8,"Regular",3.55048163365721,4.92048389879641,5.68604769164422,0.122363118320161,0.324274231906125,0.202090423709705,7
9,"Regular",4.03907489151766,4.5376548638175,5.32731445472338,0.03284698807207,0.31652423949327,0.375798046187557,7
10,"Regular",3.58299006896276,4.18817246327184,6.23564546967294,0.240364850520374,0.242629948999516,0.288809431943334,7
1,"Diet",1.95549534510505,0.672575414646417,5.47949098223187,0.0628402668342618,0.200406837609746,0.252006507806033,8
2,"Diet",1.90158433941599,0.10456599178724,5.01626549812325,0.041010177731058,0.244036315160165,0.223831608402933,8
3,"Diet",1.97931004157174,0.476610205601901,5.21831689120194,0.0179982371449963,0.230266810619177,0.319800461953754,8
4,"Diet",2.857012063649,0.88890359387733,5.86802027457999,0.269874082018467,0.231315363857572,0.232891713953081,8
5,"Diet",2.48822411220058,0.959716244600713,4.9309584959924,0.0239604293971532,0.334282660598107,0.228851158737935,8
6,"Regular",2.33118086874329,4.89073547563046,3.95613525163158,0.234847410126181,0.208663108235037,0.123359327551547,8
7,"Regular",3.61741673902833,4.68010700241908,5.67392508608409,0.162727111243402,0.258312874471079,0.294859347350422,8
8,"Regular",2.83669411171261,3.3950454608103,5.07944040245473,0.00508492323152441,0.27050803075138,0.243863482755088,8
9,"Regular",3.72638727283022,5.57243565609918,4.71271800720014,0.101003812934794,0.299269138097398,0.30084684419902,8
10,"Regular",2.95816743207696,5.60807770447768,3.19386613832462,0.0761680983407401,0.26945949107867,0.255353627107161,8
1,"Diet",2.63022076751518,0.977966847363859,6.41635290188193,0.173060785036215,0.213476121835089,0.239830711937162,9
2,"Diet",1.92108656554917,0.900318746455014,4.1392067779308,0.00754217143519152,0.268375940780117,0.231233149629719,9
3,"Diet",2.0526251249635,0.0119184798095375,5.34842255517007,0.0281064976473403,0.262762326032494,0.342669228373324,9
4,"Diet",1.71461956607222,0.00794370472431183,5.97229278067307,0.118075871494179,0.146716446320863,0.174516303683423,9
5,"Diet",2.43378615920317,0.345042249187827,5.23184007829132,0.00686844008105888,0.335439375457027,0.209777391196266,9
6,"Regular",2.78866234352364,5.43731627665058,3.53535570748308,0.0156863510680558,0.275082538452052,0.231268251084073,9
7,"Regular",4.61168549660882,6.96171324660567,6.26789823289303,0.310910445551651,0.222874615338062,0.315029695223151,9
8,"Regular",3.8308888318586,4.79762830069924,6.22036559645399,0.212398404187505,0.293674474341528,0.252167999175812,9
9,"Regular",3.63680777174433,6.09904600970001,4.84249574552355,0.095757443030581,0.282709534569133,0.260074549423339,9
10,"Regular",3.15935037843374,4.84761163044586,4.11207006801665,0.0284433630196561,0.233120750654399,0.314214295240854,9
1,"Diet",1.66410685243544,0.235384037485346,4.51882803392113,0.00542284755625035,0.216379595088964,0.341092154766789,10
2,"Diet",1.97013127855051,0.311878535430878,5.35707765098269,0.0268077010255037,0.236493408204407,0.186498889236861,10
3,"Diet",2.12311174311888,0.508971135132015,5.13962614427011,0.0149192090755337,0.258521169772474,0.326958431471138,10
4,"Diet",1.90624077574766,0.67083131428808,5.63481684494403,0.0822697626998262,0.185196040422481,0.150011437703963,10
5,"Diet",2.87668153256215,0.801482965704054,6.93570296904227,0.173842442168884,0.227403618540549,0.248311977590092,10
6,"Regular",3.26837658516571,3.96561590143346,6.50280740970624,0.0283307413528058,0.278950009020767,0.215197239129515,10
7,"Regular",2.29454076678562,4.693352545836,3.4050073607219,0.00395153202384886,0.258005628542617,0.179337873597373,10
8,"Regular",3.57000751690863,6.74177361133752,4.39609980634532,0.123083241366492,0.243736516350552,0.270994366609384,10
9,"Regular",5.62735795913671,7.79009574874063,6.17009954742217,0.50182029019748,0.291459354258478,0.264588640731087,10
10,"Regular",3.65158961407367,5.67042895479165,4.38965771948539,0.0362641730233685,0.288455265572876,0.304285501032887,10
1,"Diet",2.23581580110434,0.774608611362055,5.19565020134444,0.106979249182877,0.229734789433329,0.236233778222599,11
2,"Diet",1.82903917061142,0.0676707429811358,5.24552811801428,0.0931931145235391,0.189696613319333,0.248204505198533,11
3,"Diet",1.77906738559935,0.903837009100243,4.533245672633,0.059375087232528,0.182337909647237,0.246526552602283,11
4,"Diet",1.40826530380073,0.738744492875412,3.24758949945981,0.00975011045250627,0.178054704980058,0.298739961784491,11
5,"Diet",1.65437053870516,0.0178485955111682,3.59755476220145,0.0046292547539069,0.289940727530176,0.189063995964352,11
6,"Regular",3.83474644202407,6.15211512120056,5.36606786400031,0.0572174926431258,0.260208916231538,0.301441100591979,11
7,"Regular",2.90478913630331,4.12811019579592,5.25174034531172,0.0129815848241539,0.248580601516443,0.236208701169998,11
8,"Regular",4.75927161679505,6.7424188703642,5.53852936686566,0.167171915191888,0.338759050455693,0.305073151042005,11
9,"Regular",3.60173982813904,5.41132288895951,6.176836944695,0.326255507039142,0.269370007012387,0.168340653159669,11
10,"Regular",3.70603254921111,5.5983600980984,5.63997713529885,0.159014227141377,0.280188711934844,0.234672055096117,11
1,"Diet",2.21225813757794,0.686279073823243,4.76593096108054,0.0721229373799738,0.262805428773764,0.207582035931801,12
2,"Diet",1.92520592205831,0.0619791382923722,4.08242626226436,0.0020835765048841,0.318592790977744,0.329769231544668,12
3,"Diet",1.81961116867858,0.339442908996716,4.43274636732985,0.00293364789861273,0.259762021576968,0.182025685334839,12
4,"Diet",2.52423567582214,0.34029706963338,5.87546227820413,0.103216337650317,0.245363562669824,0.314278849212546,12
5,"Diet",2.44862560261704,0.925636940868571,5.41334559060548,0.022215964921625,0.301855752713187,0.167381715993096,12
6,"Regular",3.29309818304527,4.95068352356554,6.70801733463498,0.140546960809608,0.225313243067841,0.20854643998888,12
